WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN
14.83,0,2.3,0,11.9,0,7.7
7.12,0,24.5,0,10.6,0,4.9
15.37,0,1.6,0,10.4,0,0.6
8.71,0,0.4,0,10.4,0,1.6
6.75,0,2.2,0,12.1,0,1.6
9.08,0,2.7,0,9,0,0
9.13,0,2.7,0,10.4,0,3.3
12.04,0,0.5,0,10.7,0,5.1
10.13,0,0.4,0,12.8,0,5.7
5.58,0,0,0,12.4,0,1.8
4.17,0,0.2,0,17.2,2,4
5.17,0,0,0,17.1,0,11.8
5.75,0,1.2,0,16,0,6.2
5.25,0,0,0,15.4,0,10.2
12,0,1.6,0,10.4,0,6.2
14.71,0,0.1,0,9.3,0,5
10.37,0,1,0,11,0,0.8
6.25,4,0,0,12.8,0,4.3
6.25,0,0.9,0,14.4,0,6.3
2.54,0,0,0,15.3,0,7.8
2.46,0,0,0,13.2,0,2.3
1.92,0,0,0,10.3,0,4.4
1.75,0,0,0,11.7,0,4.9
6.21,0,0.3,0,12.8,0,7.8
2.46,0,0,0,12.1,0,5.4
6.17,0,0,0,10.9,0,1.1
8.54,0,0,0,10.7,0,2.1
9.67,0,0,0,10.6,0,5.4
8,0,0,0,10.2,0,8.2
5.88,0,0,0,9.7,0,7.2
9.21,0,0,0,10.1,0,1.8
7.71,0,0,0,9.4,0,0.6
3.46,0,0,0,10.1,1,-5
2.96,0,0.7,0,10.2,1,-5
8.96,0,0.3,0,14.1,3,-3.9
14.04,0,1.9,0,14.3,0,3.3
16.13,0,0.6,0,14.3,0,7.9
24.08,0,1.1,0,11.4,0,9.2
17.88,0,2.2,0,12.8,0,5.4
17.33,0,6.3,0,13.3,0,7.1
9.62,0,5.2,0,15.6,0,5.8
12.42,0,0.3,0,14.4,0,7.4
11.29,0,0,0,12.6,0,10.9
9.25,0,0,0,11.1,0,5.1
6.46,0,0.3,0,13.8,0,4.6
11.63,0,0.1,0,12.9,2,6.3
13.54,0,0,0,14,0,7.6
18.16,4,0,0,14.4,0,8.2
8.5,0,0.1,0,13.4,0,9.8
13.21,0,1.7,0,13.2,0,9.9
16.08,0,0,0,7,0,2.1
15.41,0,1.6,0,6.8,0,0.4
14.71,0,0.7,0,7.2,0,0.8
11.12,0,0,0,6.8,1,-0.9
12.42,4,0,0,7.8,0,2.2
15.04,0,0.7,0,10.3,1,-1.4
15.79,0,0.1,0,7.2,0,3.3
9.54,0,1.4,0,10.7,0,2.1
16.42,0,0.4,0,12.1,0,1.1
19.38,0,11.4,0,12.7,0,7.8
16.75,0,7,0,13.7,0,6.3
20.88,0,15.5,0,12.9,0,4.8
13.54,4,0,0,11,0,6.8
7.17,0,0,0,8.2,0,0.2
14,0,11.8,0,13.3,1,-3.2
12.75,0,18.5,0,13.2,1,-2.6
15.71,0,0,0,12.4,0,4.4
8.87,0,0,0,5.1,0,0.1
7.83,0,6.7,0,9,1,-4
9.87,0,0.7,0,7.9,1,-3.9
8.21,0,0.2,0,6.7,0,4.4
3.21,0,0,0,4.4,0,1.9
6.29,0,0.5,0,7.1,0,0.8
10.21,4,0,0,7.4,0,1.8
14.37,0,0.3,0,7.1,0,3.2
15.04,4,0,2,7,0,5.3
10.34,0,4.3,0,6.2,0,4.6
10.17,0,0,0,5.6,0,1.1
10.79,4,0,0,5,1,-2.7
8.71,0,18.7,0,3.7,1,-2.6
10.37,0,2.8,0,4.2,1,-0.9
6.96,0,1.8,0,7.9,1,-3.6
17.88,0,1.3,0,9.4,1,-3.4
20.3,0,3.4,0,5.6,0,5
19.83,0,0.3,0,6.2,0,1.6
10.25,0,0,4,NA,4,NA
7.79,0,0.6,4,NA,4,NA
8.63,4,0,4,NA,4,NA
7.71,4,0,4,NA,4,NA
7.62,4,0,4,NA,4,NA
14.79,0,0.2,4,NA,4,NA
13.17,0,2.9,4,NA,4,NA
13.21,0,1.4,4,NA,4,NA
21.84,0,5.6,4,NA,4,NA
19.62,0,0.3,4,NA,4,NA
18.12,0,0.3,4,NA,4,NA
17.21,0,4.1,4,NA,4,NA
23.45,0,3.9,4,NA,4,NA
20.12,0,3.5,4,NA,4,NA
17.08,0,5.5,4,NA,4,NA
18.84,0,4.7,4,NA,4,NA
28.5,0,13.7,4,NA,4,NA
16.96,4,0,4,NA,4,NA
10.63,0,32.4,4,NA,4,NA
20.12,0,2.1,4,NA,4,NA
10.63,0,3.5,4,NA,4,NA
11.34,0,0,4,NA,4,NA
9.92,0,1,4,NA,4,NA
5.58,0,0.2,4,NA,4,NA
5.5,0,0,4,NA,4,NA
8.87,0,4.2,4,NA,4,NA
9.33,0,4.9,4,NA,4,NA
10.29,0,3.3,4,NA,4,NA
13.29,0,0,4,NA,4,NA
15.09,0,0,4,NA,4,NA
13.88,0,0,4,NA,4,NA
8.63,0,0,4,NA,4,NA
8.83,0,0,4,NA,4,NA
4.21,0,0,4,NA,4,NA
3.63,0,0,4,NA,4,NA
5.66,0,0,4,NA,4,NA
4.79,0,0,4,NA,4,NA
9.38,0,0,4,NA,4,NA
4.79,0,0,4,NA,4,NA
6,0,0.3,4,NA,4,NA
7.29,0,0,4,NA,4,NA
12.87,0,0,4,NA,4,NA
21.04,0,0.9,4,NA,4,NA
18.63,4,0,4,NA,4,NA
9.29,0,0,4,NA,4,NA
8.33,0,0,4,NA,4,NA
5.88,0,0,4,NA,4,NA
9.42,4,0,4,NA,4,NA
4.25,4,0,4,NA,4,NA
13.46,4,0,4,NA,4,NA
15.92,0,1.1,4,NA,4,NA
11.83,0,0.4,4,NA,4,NA
10,0,0.1,4,NA,4,NA
7.41,0,1.5,4,NA,4,NA
12.42,0,1,4,NA,4,NA
4.79,0,0,4,NA,4,NA
10.83,0,0.4,4,NA,4,NA
8.46,0,0.1,4,NA,4,NA
11,0,1.1,4,NA,4,NA
17.33,0,3.1,4,NA,4,NA
8.79,0,0.4,4,NA,4,NA
14.83,0,6.3,4,NA,4,NA
22.46,0,0,4,NA,4,NA
11.54,0,0,4,NA,4,NA
8.46,0,0,4,NA,4,NA
10.63,0,0,4,NA,4,NA
8.46,0,0,4,NA,4,NA
9.33,0,0,4,NA,4,NA
18.34,0,0,4,NA,4,NA
12.42,0,0.4,4,NA,4,NA
13.17,0,0.6,4,NA,4,NA
8.58,4,0,4,NA,4,NA
9.21,0,0,4,NA,4,NA
15.92,0,2.4,4,NA,4,NA
20.3,0,1.3,4,NA,4,NA
6.63,0,0.6,4,NA,4,NA
12.96,0,0.7,4,NA,4,NA
7.12,0,3.2,4,NA,4,NA
12.58,0,6.6,4,NA,4,NA
12.08,0,5,4,NA,4,NA
8.38,0,4.5,4,NA,4,NA
10.5,0,1,4,NA,4,NA
14.04,0,2.7,4,NA,4,NA
17.12,0,6.8,4,NA,4,NA
14.04,0,0.6,4,NA,4,NA
16.66,4,0,4,NA,4,NA
7.41,0,0,4,NA,4,NA
5.71,0,0,4,NA,4,NA
10.83,0,0,4,NA,4,NA
10.67,0,0,4,NA,4,NA
8.67,0,0,0,11.1,0,6.1
8.12,0,0,0,16.7,0,1.8
8.71,0,0,0,15,0,0
11.34,0,1,0,13.8,0,7.2
4.88,0,1.4,0,10.7,0,6.4
9.17,0,1,0,11.7,0,0.6
8.08,0,0.2,0,11.8,0,1.9
9.92,0,0.6,0,13.9,2,7
12.17,0,10.2,0,13.9,0,2.9
18,0,0.9,0,12.2,0,6.6
19.55,0,3.9,0,9.4,0,3.7
18.66,0,0.6,0,12.1,0,4.4
10.37,0,4.3,0,12.9,0,3.4
12.46,0,1.3,0,14.6,0,7.4
15.34,0,0.1,0,14.4,0,10.6
16.21,0,0.8,0,14.4,0,7.7
27.08,0,1,0,13.9,0,10.1
21.87,0,0.8,0,12.3,0,3.9
20.38,0,0.1,0,11.7,0,0.7
8.04,0,0,0,8.9,0,1.7
7.5,4,0,0,10.1,1,-1.7
4.79,0,2,0,12.1,0,3.4
8.67,0,0.2,0,12.8,0,4
8.08,0,5.2,4,NA,0,3.2
10.88,0,0.3,4,NA,4,NA
21.5,0,2.8,0,12.3,0,5.4
12.21,0,2.7,0,11.8,0,5.4
8.33,0,0.3,0,10.3,0,5.4
6.92,0,0,0,10.7,0,6.2
10.25,0,0,0,12.2,0,7.2
12.12,0,1.2,4,NA,4,NA
14,0,1.4,4,NA,4,NA
7.46,0,3,4,NA,4,NA
11,0,3.6,4,NA,4,NA
15.25,0,1.2,4,NA,4,NA
7.08,0,4.5,4,NA,4,NA
11.58,0,1.4,4,NA,4,NA
17.46,0,6.4,4,NA,4,NA
15.25,4,0,4,NA,4,NA
4.79,0,0,4,NA,4,NA
3.79,0,0,4,NA,4,NA
8.46,0,0,4,NA,4,NA
7.41,0,0,4,NA,4,NA
3.37,0,0,4,NA,4,NA
3.25,0,1.8,4,NA,4,NA
5.88,0,1,4,NA,4,NA
6.83,0,10.8,4,NA,4,NA
9.87,0,0.2,4,NA,4,NA
4.08,0,0,4,NA,4,NA
7.17,0,6.2,4,NA,4,NA
12.62,0,4.1,4,NA,4,NA
10.21,0,1.7,4,NA,4,NA
12.83,0,0.6,4,NA,4,NA
8.96,0,4.8,4,NA,4,NA
7.87,4,0,4,NA,4,NA
9.54,0,0.1,4,NA,4,NA
12.38,4,0,4,NA,4,NA
9.13,0,0,4,NA,4,NA
8.5,4,0,4,NA,4,NA
9.17,0,0,4,NA,4,NA
7.33,0,0,4,NA,4,NA
4.17,4,0,0,14.3,0,7.8
1.83,0,0,0,16,0,2.2
3.79,4,0,0,18.8,0,4.8
6.5,0,17.6,0,17.1,0,6.8
3.46,0,1.5,0,15.4,0,10.6
4.58,0,1.3,0,15.1,0,8.4
2.5,0,0,0,16.9,0,7.6
4.42,0,0.3,0,18.6,0,6.3
3.54,0,0,0,19,0,10.8
4.42,0,1.3,0,19.6,0,6.8
6.29,0,5,0,18.2,0,12.1
5.46,0,0.2,0,20.6,0,11.6
8.5,4,0,0,18.3,0,10.1
7.17,0,8.6,0,21.2,0,9
15.67,0,0.2,0,20.6,0,12.9
11.17,0,3.3,0,18.8,0,11.2
13.42,0,5.5,0,19,0,9.4
24.21,0,0.4,0,18.4,0,11.2
13.83,0,0.3,0,19.2,0,10.7
13.46,0,10,0,20.9,0,12.1
5.17,0,16.4,0,20.1,2,10.6
10.92,0,2.2,0,19,0,10.2
21.04,0,1.4,0,19,0,12.4
16.92,0,1.2,0,17.9,0,11.1
15.12,0,1,0,18.3,0,14.1
17,0,1.1,0,17.8,0,9.9
8.83,4,0,0,17.1,0,9
11.63,0,0.1,0,19.7,0,9.4
4.12,0,0.2,0,19.8,0,13.8
8.5,4,0,0,19.1,0,13.8
8.54,4,0,4,NA,4,NA
10.17,0,0,4,NA,4,NA
9.38,0,0,4,NA,4,NA
7.79,0,0,4,NA,4,NA
9.92,0,0.3,4,NA,4,NA
4.88,0,1.9,4,NA,4,NA
7.75,0,0,4,NA,4,NA
9.42,0,0.7,4,NA,4,NA
7.04,0,0.3,4,NA,4,NA
8.04,0,0.4,4,NA,4,NA
10.08,0,0.2,4,NA,4,NA
5.71,0,8.2,4,NA,4,NA
4.5,0,6.1,4,NA,4,NA
5.96,0,0.2,4,NA,4,NA
8.04,4,0,4,NA,4,NA
5.41,4,0,4,NA,4,NA
4.88,0,0,4,NA,4,NA
10.46,0,18.1,4,NA,4,NA
8.83,0,0,4,NA,4,NA
4.79,0,1.6,4,NA,4,NA
7.21,0,9.5,4,NA,4,NA
4.79,0,12.5,4,NA,4,NA
6.96,0,4.1,4,NA,4,NA
10.96,0,8.5,4,NA,4,NA
7.79,0,0.1,4,NA,4,NA
10.67,4,0,4,NA,4,NA
12.96,0,2.3,4,NA,4,NA
14.09,0,5.1,4,NA,4,NA
18.71,0,0.2,4,NA,4,NA
5.33,0,0.1,4,NA,4,NA
13.29,0,0.9,4,NA,4,NA
9.92,0,6.2,4,NA,4,NA
7.71,0,6.7,4,NA,4,NA
5.63,0,15.7,4,NA,4,NA
11.92,0,0.2,4,NA,4,NA
17.54,0,0,4,NA,4,NA
12.33,0,2.8,4,NA,4,NA
8.63,0,0.2,4,NA,4,NA
3.58,0,0,4,NA,4,NA
6.54,0,0.2,4,NA,4,NA
9.75,0,0,4,NA,4,NA
11.08,0,0,4,NA,4,NA
11.17,0,0,4,NA,4,NA
6.5,0,0,4,NA,4,NA
7.12,0,0.2,4,NA,4,NA
7.21,0,0,4,NA,4,NA
4.21,0,0,4,NA,4,NA
7.87,0,0,4,NA,4,NA
12.67,0,0,4,NA,4,NA
10.96,0,1.4,4,NA,4,NA
14.17,0,4.6,4,NA,4,NA
14.88,0,2.2,4,NA,4,NA
16.83,0,0.8,4,NA,4,NA
11.87,0,0.5,4,NA,4,NA
16.42,0,4.7,4,NA,4,NA
15.71,0,0.4,4,NA,4,NA
7.79,0,0.6,4,NA,4,NA
8.58,0,1.3,4,NA,4,NA
16.92,0,0,4,NA,4,NA
15.25,4,0,4,NA,4,NA
11.87,0,1.8,4,NA,4,NA
9.87,0,3,4,NA,4,NA
7.75,0,0,4,NA,4,NA
3.29,0,0,4,NA,4,NA
10.63,0,0.8,4,NA,4,NA
13.54,0,2,4,NA,4,NA
11.29,0,0.5,4,NA,4,NA
3.96,0,0.2,4,NA,4,NA
5.33,4,0,4,NA,4,NA
7.29,0,1.4,4,NA,4,NA
16.33,0,1.4,4,NA,4,NA
14.21,0,1,4,NA,4,NA
10.92,0,0.2,4,NA,4,NA
3.42,0,1.2,4,NA,4,NA
2.71,0,1.2,4,NA,4,NA
4.25,0,0.3,4,NA,4,NA
6.42,0,2.5,4,NA,4,NA
9.54,0,2,4,NA,4,NA
12.71,0,25.1,4,NA,4,NA
13.04,0,0.6,4,NA,4,NA
9.25,4,0,4,NA,4,NA
9.54,0,0,4,NA,4,NA
12.21,4,0,4,NA,4,NA
8.25,4,0,4,NA,4,NA
4.21,0,2.6,4,NA,4,NA
5.96,0,25.3,4,NA,4,NA
4.29,4,0,4,NA,4,NA
3.42,0,11,4,NA,4,NA
5.37,0,0,4,NA,4,NA
2.5,0,0,4,NA,4,NA
11.63,0,0.1,4,NA,4,NA
15.63,4,0,4,NA,4,NA
8,0,11.5,4,NA,4,NA
4.67,0,1.5,4,NA,4,NA
9.79,0,4.2,4,NA,4,NA
6.79,0,1.5,4,NA,4,NA
2.13,0,0.1,4,NA,4,NA
0.42,0,2.5,4,NA,4,NA
4.96,0,0.1,4,NA,4,NA
10.71,4,0,4,NA,4,NA
11.79,4,0,4,NA,4,NA
9.04,4,0,4,NA,4,NA
4,4,0,4,NA,4,NA
3,0,0,4,NA,4,NA
3.29,4,0,4,NA,4,NA
6.75,0,2,4,NA,4,NA
10.08,4,0,4,NA,4,NA
5.29,4,0,4,NA,4,NA
4.96,0,0.3,4,NA,4,NA
5.33,0,0,4,NA,4,NA
9.21,0,0,4,NA,4,NA
10.46,4,0,4,NA,4,NA
11.87,0,0,4,NA,4,NA
8.96,0,0,4,NA,4,NA
7.87,0,0,4,NA,4,NA
6.83,0,0,4,NA,4,NA
7.17,4,0,4,NA,4,NA
6.08,0,0,4,NA,4,NA
17,0,1.3,4,NA,4,NA
20,0,0.2,4,NA,4,NA
15.12,4,0,4,NA,4,NA
21.62,0,1.8,4,NA,4,NA
19.21,0,8.5,4,NA,4,NA
29.17,4,0,4,NA,4,NA
12.04,0,0,4,NA,4,NA
11.42,0,0.3,4,NA,4,NA
6.04,0,0,4,NA,4,NA
4.83,0,0,4,NA,4,NA
16,0,1.3,4,NA,4,NA
11.58,0,5.6,4,NA,4,NA
9.59,0,1.4,4,NA,4,NA
9.38,0,0.9,4,NA,4,NA
6.96,0,0,4,NA,4,NA
14.83,0,2.3,4,NA,4,NA
6.75,0,0.7,4,NA,4,NA
8.5,0,5.6,4,NA,4,NA
11.63,4,0,4,NA,4,NA
11.34,0,11.2,4,NA,4,NA
27.58,0,52.2,4,NA,4,NA
25.33,0,25.6,4,NA,4,NA
15.92,0,19.1,4,NA,4,NA
9.75,0,2,4,NA,4,NA
15.75,0,9,4,NA,4,NA
10.75,0,5.3,4,NA,4,NA
10.67,4,0,4,NA,4,NA
20,0,5.8,4,NA,4,NA
7.46,0,28,4,NA,4,NA
13.75,0,7,4,NA,4,NA
9.33,0,6.1,4,NA,4,NA
16.33,0,0.1,4,NA,4,NA
9.5,0,2.9,4,NA,4,NA
20.33,0,0.2,4,NA,4,NA
19.38,0,0,4,NA,4,NA
9.96,0,4.5,4,NA,4,NA
19.25,0,2.6,4,NA,4,NA
15.96,0,0.6,4,NA,4,NA
6.46,0,3.5,4,NA,4,NA
15.63,0,1.7,4,NA,4,NA
18.63,0,0.1,4,NA,4,NA
11,0,1.8,4,NA,4,NA
13.46,0,9.2,4,NA,4,NA
24,0,5.2,4,NA,4,NA
14.29,0,1,4,NA,4,NA
11.54,0,4.2,4,NA,4,NA
8.92,0,13,4,NA,4,NA
14.29,0,0.8,4,NA,4,NA
11.63,0,2.1,4,NA,4,NA
8.54,0,0,4,NA,4,NA
8.21,0,3.7,4,NA,4,NA
17.92,0,0.8,4,NA,4,NA
7.5,0,0.8,4,NA,4,NA
11.71,4,0,4,NA,4,NA
8.96,0,0.1,4,NA,4,NA
9.42,0,0.1,4,NA,4,NA
9.38,0,4.3,4,NA,4,NA
11.04,0,1,4,NA,4,NA
7.12,0,1.6,4,NA,4,NA
7.38,4,0,4,NA,4,NA
5.79,0,0.3,4,NA,4,NA
6.38,0,0.3,4,NA,4,NA
6.58,0,1,4,NA,4,NA
12.5,0,1.4,4,NA,4,NA
17.41,0,1.7,4,NA,4,NA
9.59,0,6.4,4,NA,4,NA
21.79,0,0.8,0,9.1,0,4.4
17.46,0,0.6,0,8.9,0,4.6
7.83,0,0.9,0,7.2,0,1.2
15.46,0,5.1,0,12.8,1,-0.9
12.83,0,2.8,0,12.8,0,6.1
10.96,0,1.6,0,12.9,0,7.9
10.5,0,0,0,12.1,0,8.9
12.5,0,0,0,11.1,0,7
13.37,0,2.3,0,9.4,0,6.3
19.21,0,27.8,0,7.4,0,4.6
19.55,0,0,0,6,0,1.7
16.46,0,0,0,4.4,0,1.7
12.29,0,0,0,3.9,0,2.8
10.83,4,0,0,3.7,0,2.6
6.29,4,0,0,2,1,-2
4.71,0,3.5,0,1.9,1,-2
2.79,0,1.8,0,3.7,1,-1.1
8.5,4,0,0,3.3,0,0
14.33,4,0,0,3.1,1,-0.6
12.33,0,0,0,3,1,-0.4
4.75,0,0,0,4.6,0,1.2
8.54,0,0.3,0,5.1,0,1.7
1.13,0,0.5,0,6,0,3.3
8.08,0,13,0,6.7,0,2.8
20.46,0,13.9,0,8.3,0,5.2
19.08,0,7.4,0,8.7,0,5.9
12.25,0,11.8,0,12.3,0,6.8
17.46,0,0.2,0,13.3,0,6.7
16.79,0,1,0,13,0,9.4
14.33,4,0,0,11.1,0,7
3.79,0,0.1,0,9.2,1,-0.7
13.75,0,2.8,0,10.6,0,5
13.54,4,0,0,11.6,0,6.1
10.96,0,4.3,0,13.8,0,6.7
10.96,0,1,0,13.4,0,9.4
19.33,0,2.9,0,12,0,8.8
10.63,0,0.2,0,14,0,6.8
8.04,0,8.8,0,9.6,0,6.1
4.58,0,4.9,0,8.9,0,6.7
6.13,0,1.6,0,7.3,0,4.9
13.29,0,0,0,4.7,0,2.8
11.42,0,2.9,0,4.6,0,2.4
12.67,0,0.6,2,4.8,0,1.8
11.63,0,0.2,0,4.4,0,1.7
12.42,0,6.7,0,6.4,0,1.1
16.46,0,16.8,0,5.7,0,0.6
10.96,4,0,0,6,0,2.4
13.7,0,4.4,0,5.3,0,1.9
13.59,0,17,0,7,0,2.1
10.04,0,1.6,0,11.8,0,3.7
11.92,0,1.4,0,11.7,0,6
8.71,0,9.3,0,10,0,5.1
13.59,0,7.4,0,8.9,0,5.6
17.79,0,0.7,0,10.6,0,2.3
12,0,2.9,0,12.8,0,1.7
21.84,0,1.5,0,12.8,0,6
22.95,0,0.6,0,11.4,0,7.1
23.63,0,0.1,0,14.3,0,3.9
14.79,0,1.9,0,10.6,0,6
9.38,0,2.7,0,12.2,0,4.6
13.92,0,3.3,0,14,0,5.4
10.46,0,0.3,0,12.7,0,5.9
9.71,0,0,0,12,0,2.8
10.29,0,0,0,13.8,0,5.1
12.17,0,0,0,12.8,0,8.2
16.04,0,0.2,0,12.3,0,8.2
9.04,0,0.1,0,10.6,0,5.8
16.13,0,0,0,10.8,0,1.8
22.29,0,0.4,0,12.7,0,4.4
20.62,0,2.1,0,10.1,0,3.3
11.25,0,0.3,0,11.1,0,1.8
11.21,4,0,0,13.9,0,5.9
8.63,0,0,0,13.1,0,4.4
8.21,0,0,0,11.2,0,6.1
6.87,0,0,0,11.1,0,6.7
14.83,0,1.8,0,12.1,0,6.7
7.21,4,0,0,13.1,1,-0.6
5.25,4,0,0,15.3,1,-2.8
8.87,0,0.2,0,10.4,1,-0.3
9.96,0,0.2,0,11.4,0,6.7
13.17,0,0.2,0,11.3,0,4
20.54,0,0,0,10,0,5
20.83,0,1.3,0,8.4,0,0.4
10.92,0,1.7,0,9.8,1,-2.3
21.29,0,5.8,0,12.2,0,0.6
28.62,0,5.4,0,12,0,2.4
14.54,0,0.2,0,11.3,0,0
10.92,0,0,0,10.6,0,3.9
13.59,0,0.2,0,11.6,2,5.5
12.08,0,10.2,0,11.6,0,6.1
14.42,0,17.5,0,10.8,0,3.6
11.25,0,0,0,10.8,1,-1.1
10.58,4,0,0,10,1,-1.9
21.25,0,17.4,0,8.2,0,3.3
17.37,0,5.7,0,10.3,0,3.9
4.88,0,0,0,12.2,0,3.3
9.33,4,0,0,11.1,0,6.7
11.42,0,18.1,0,11,0,7.2
18.63,0,6,0,12.6,0,7.8
10.41,0,1.3,0,12.9,0,6.1
14.21,0,0.2,0,10.2,0,7.1
17.71,0,0,0,7.8,0,5.7
24.71,0,0,0,5.6,0,3.3
21.79,0,5.9,0,4,0,2.2
20.62,0,19,0,5.1,0,1.6
10.41,0,13.3,0,5.9,0,1.6
10.71,0,1.3,0,6.1,0,4.2
16.66,0,3.7,0,6.1,0,4.2
11.71,0,9.9,0,7.1,0,4.3
11.96,0,0.2,0,12.8,0,0.4
7.87,0,8.1,2,13.5,0,1.2
15.29,0,0.8,0,18.1,0,8
12.96,0,5.2,0,15.6,0,8.8
11.08,0,0.2,0,14.9,0,5.6
9.21,4,0,0,15.3,0,5.4
13.75,0,0.1,0,12.9,0,9.6
20.88,0,0.1,0,14.2,0,9.9
13.54,4,0,0,14.2,0,6.7
13.29,4,0,0,18.1,0,10.1
4.75,4,0,0,18.9,0,3.8
4.54,4,0,NA,NA,NA,NA
1.96,0,0.5,NA,NA,NA,NA
7.38,0,0.2,NA,NA,NA,NA
15.34,0,0.9,NA,NA,NA,NA
11.34,0,2.5,NA,NA,NA,NA
16,0,1.1,NA,NA,NA,NA
9.38,0,4.4,NA,NA,NA,NA
5.96,0,0.3,NA,NA,NA,NA
12.62,0,0,NA,NA,NA,NA
10.5,0,1.1,NA,NA,NA,NA
6.34,0,2.5,NA,NA,NA,NA
5.79,0,0,NA,NA,NA,NA
11.54,0,0.5,NA,NA,NA,NA
11.79,0,5.3,NA,NA,NA,NA
6.25,0,0,NA,NA,NA,NA
6.75,0,5.8,NA,NA,NA,NA
9.87,0,0.2,NA,NA,NA,NA
9.17,0,0.2,NA,NA,NA,NA
12,0,1.5,NA,NA,NA,NA
9.25,0,0.8,NA,NA,NA,NA
15.96,0,0.6,NA,NA,NA,NA
24.41,0,4.1,NA,NA,NA,NA
15.04,0,0.6,NA,NA,NA,NA
10.75,1,4,NA,NA,NA,NA
14.96,4,0,NA,NA,NA,NA
11.38,4,0,NA,NA,NA,NA
8.17,0,0,NA,NA,NA,NA
6.54,0,0,NA,NA,NA,NA
5.66,0,0,NA,NA,NA,NA
2.62,0,0,NA,NA,NA,NA
0.83,0,0,NA,NA,NA,NA
4.54,0,0,NA,NA,NA,NA
4.79,0,0,NA,NA,NA,NA
8.58,0,0.2,NA,NA,NA,NA
16.54,0,1.2,NA,NA,NA,NA
10.41,0,0.7,NA,NA,NA,NA
5.33,0,2,NA,NA,NA,NA
2.5,0,0,NA,NA,NA,NA
5.04,0,2.6,NA,NA,NA,NA
7.96,0,44.9,NA,NA,NA,NA
12.08,0,1,NA,NA,NA,NA
7.04,0,8.1,NA,NA,NA,NA
2.5,0,2.8,NA,NA,NA,NA
2.29,0,7.6,NA,NA,NA,NA
5.17,0,0.7,NA,NA,NA,NA
8.67,0,0.8,NA,NA,NA,NA
10.34,0,0.6,NA,NA,NA,NA
8.63,0,2.1,NA,NA,NA,NA
5.58,0,0.9,NA,NA,NA,NA
6.34,0,23.1,NA,NA,NA,NA
4.21,0,6.9,NA,NA,NA,NA
4.71,0,0,NA,NA,NA,NA
3.63,0,2.2,NA,NA,NA,NA
8.92,0,3.8,NA,NA,NA,NA
14.42,0,1.1,NA,NA,NA,NA
9.71,0,0.9,NA,NA,NA,NA
10.75,0,8.3,NA,NA,NA,NA
17,0,0.2,NA,NA,NA,NA
11.12,0,0,NA,NA,NA,NA
4.46,0,0,NA,NA,NA,NA
6.42,0,1.1,NA,NA,NA,NA
3.71,4,0,0,20.2,0,11.8
4.83,0,1.3,0,19.8,0,11.2
2.88,4,0,0,17.5,0,10.5
1.46,0,7.5,0,19.2,0,11.2
1.63,0,5.7,0,16.5,0,12
6.96,0,0.2,0,17,0,10.2
6.79,4,0,0,19.8,0,12
5.83,4,0,0,20.5,0,14.2
7.67,0,4.2,0,17.9,0,13
7.5,0,3.4,0,16.4,0,11.7
7.58,0,0.2,0,19.6,0,10
13.79,0,0,0,20,0,14.5
14.83,0,0.2,0,19.1,0,13
10.08,0,2,0,18,0,10.5
10.25,0,1.7,0,19.2,0,11.5
6.17,0,0.6,0,18.5,0,11.6
4.75,0,0.6,0,17.8,0,7.8
1.38,0,0,0,19.6,0,7
5.46,0,0,0,21.6,0,7.2
9.38,0,0,0,22.8,0,11.7
7.17,0,0,0,23.6,0,13.5
7.79,0,0.3,0,22.6,0,10
13.21,0,1.4,0,20.5,0,12.6
12.46,0,1.2,0,17.4,0,13.2
9.42,4,0,0,17.5,0,8.6
10.04,0,0.8,0,17,0,12
5.46,4,0,0,17.8,0,12.5
11.21,0,3.6,0,18,0,12
10.71,0,2.1,0,17.4,0,11
13.17,0,0.1,0,14.5,0,11.5
3.33,0,3.4,0,15.1,0,9.3
5.41,0,0,0,18.5,0,8
5.41,0,5.4,0,17,0,6.1
7.08,0,0.2,0,18.4,0,12
10.63,0,0,0,18.4,0,8.6
9.5,0,0.9,0,18.5,0,9
3.17,0,0.5,0,16.1,0,8.5
5.83,4,0,0,19.1,0,11.1
8.25,0,8,0,17.6,0,8.4
12.79,0,1.2,0,17.6,0,8.4
17.46,0,0.1,0,19.8,0,12
8.58,0,0.3,0,20,0,7.2
6.54,0,15.6,0,20,0,13.6
9.67,0,5.5,0,17.8,0,13
2.88,0,2.6,0,16.8,0,9.8
4.17,0,0,2,20,0,6
8.87,0,0,0,23,0,8.8
7,0,0.2,0,20,0,16.8
3.08,0,0,0,19,0,12.6
4.63,0,0.5,0,21.5,0,12.8
3.46,0,2,0,15.5,0,12.5
8.46,0,3.6,0,16.6,0,11.7
6.58,0,0,0,15.3,0,12
3.21,0,0,0,15.8,0,5
5.09,0,0,0,21.1,0,7
6.38,0,0,0,17.1,0,7.5
9.17,0,0,0,16.6,0,12.1
8.17,0,0,0,17.1,0,14
8.96,0,3.4,0,19.1,0,13.5
10.25,0,1.4,0,17.5,0,14.5
6.58,0,0.8,0,18.2,0,13.2
6.13,4,0,0,19.5,0,13
7.62,0,4,0,22,0,14.4
12.5,0,0.3,0,19.8,0,13.4
14.37,0,15.6,0,18.6,0,12
14.67,0,0.3,0,19.2,0,14
15.67,0,0,0,21.9,0,13.3
